Date,Link,Message
2025-12-19 08:47:06,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7407404348508553217,Highly recommended
2025-12-14 19:25:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Alan Lockett that is a fair technical point. In a strict  benchmark, we should indeed compare at ISO-precision.
However the context here was an Engineering Case Study for a student comparing the typical Research State (Standard PyTorch/FP32 model) directly against the Deployment State (TensorRT/FP16 model/engine) We wanted to quantify the total efficiency gain a student like my self gets by moving from their training laptop to a fully optimized edge pipeline.
But you are right that the precision drop accounts for a large chunk of that gain. So I plan to actually running a follow-up benchmark comparing PyTorch AMP (FP16) vs TensorRT (FP16) and many other too at the same time to isolate the gains specifically. Will share those results soon enough."
2025-12-14 19:12:05,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Dr. Jonas Kölzer Actually when I ran the model, I could see the difference in accuracy. It was the basic model. But yup."
2025-12-14 18:47:06,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Ryan Hanzlick Yeah so to clarify, both benchmarks in this post are running on the exact same NVIDIA Jetson Orin Nano. The Gain is purely from the software stack (PyTorch Runtime vs. TensorRT Runtime). And yup we are comparing the standard training precision (PyTorch FP32) against the optimized deployment target (TensorRT FP16) and in terms of accuracy we saw negligible degradation like really negligible switching to FP16 for this specific lane detection task and in terms of speed, the smaller parameterization and kernel fusion is exactly what gives the 4x efficiency gain shown here."
2025-12-14 18:41:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Jürgen Fey Yes, Its really moving fast. You are right that 4 high-res streams might choke the Orin Nano bandwidth(it sure will), but for our specific use case this optimization is comfortable for us.
The fact that we can now run VSLAM(Which I actually did) and Perception on a 15/25W board that fits in the palm of a hand would have been a dream just 3 or 4 years ago. Exciting times to be building."
2025-12-14 18:36:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Martijn Handels Thats a good perspective. You are right 4-6 cameras changes the math entirely, and the memory bandwidth becomes the bottleneck even more then the computation. Thats exactly why we obsess over this optimization step.
If a single camera model consumes 85% GPU (PyTorch) a multi-camera setup is impossible. By optimizing it down to 20% we actually make a multi-camera pipeline mathematically feasible at least on this specific hardware. We are not building custom chips like Tesla yet, but for the our constraints, squeezing every thing out of the Orin Nano is our best path forward from my perspective."
2025-12-14 14:57:37,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"Gautham Pai B Of course, I have heard about it too, taking advantage of the hardware in jetson boards, that would cut cost on the CPU, which will improve the perfomance even more. will check on that. Thanks for the tip"
2025-12-14 14:46:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,Amin Ranjbaran Exactly.
2025-12-14 14:21:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,Ataa Siddiqui Thanks 😊
2025-12-14 10:10:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Jaiparkash Yadav You are correct indeed, Pytorch is goo for development and rapid prototyping, but for deploying to reduce the deployment gap, tensorRT is necessary."
2025-12-14 10:09:11,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Manusinh Thakor Hello, So the model we used exactly in this demo is Ultrafast lane detection (UFLD) with tusimple_18.pth weights. But I heard YOLO is more robust towards quantization, might wanna look into it more."
2025-12-14 10:07:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,"Dr. Jonas Kölzer Hello, For this particular benchmark, we used FP16 quantization, which we found to be the sweet spot for us as it gave us that 4x speedup with visually negligible loss in lane tracking precision compared to the FP32.
We haven't pushed to INT8 yet and actually didnt have a plan until now, we will go with the FP16, but since for testing out the curiosity on this model I will try it out and update on that. But I have quantized a simple mobileNet v2 model before to both INT8 and FP16 and yup accuracy is indeed a problem where I found out that INT8 model was having less than 70 percent accuracy compared to FP16 model. Since you work with this daily, do you find Post-Training Quantization (PTQ) sufficient for INT8, or do you usually need Quantization-Aware Training (QAT) to keep the accuracy up? Your insights would be valuable as we are actually doing a similar project on."
2025-12-14 06:26:09,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7405521070151196672,Dr. Vishnu Rajan Thank you
2025-12-13 14:04:35,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,"Sreeba Sajith , MLS ASCPi 
Thank you 😊"
2025-12-13 08:52:49,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"Parsa zhendehpil Sure, we are using the ultrafast lane detection model. This uses row based classifications which is light in computation compared to traditional segmentation methods. It scans horizontal rows to find lane locations, but for horizontal turns its not that accurate."
2025-12-13 08:48:54,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404911762942193664,"Ardy Seto Priambodo Actually it goes beyond just FP16 quantization. When we compile to a TensorRT Engine the builder perform several graph level optimization too like layer fusion, kernel auto tuning and dynamic tensor memory etc etc."
2025-12-11 19:00:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404911762942193664,Andrewjos Sebastian Thanks
2025-12-11 16:04:24,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404756065587757056,"Suraj Waghmare 
We utilize Deep Learning (UFLD) rather than Canny/Sobel filters, as it is far more robust to lighting changes and texture-less roads.
For scenarios with missing markings, we implement a multi-stage fallback logic: if the model confidence drops, the system projects a Ghost Path which is a straight trajectory and alerts the safety driver, ensuring the vehicle doesnt behave out of control and also we can implement emergeny conditions too.
Also as UFLD is great there are other models which too does perform better than UFLD as those can handle horizontal turns much better and this project was mainly focused on optimizing a model using tensor cores to run more efficiently but keeping the same perfomance."
2025-12-11 15:53:36,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7404756065587757056,Thank you for the feature YOLOvX. Excited to push this further on the Jetson platform and updates are on the way.
2025-12-11 15:51:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"Daniel Pölzleitner Thanks, This is part of my hobby project and yup we will soon test it out in an orin nano board next hoping to get a better result there too. I plan to open-source the full repository and documentation after the experiment concludes."
2025-12-11 15:49:48,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"Dr. Vishnu Rajan We are moving to the Orin Nano next. While the absolute FPS will be lower due to the power difference (15W vs 100W), we expect the relative efficiency gain (3x speedup with TensorRT) to remain consistent, aiming for a stable FPS on the edge with the same efficiency ratio."
2025-12-11 15:48:47,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"hesham salem The raw inference throughput actually hits around 900 FPS. For this demo, I explicitly capped the ROS2 node to 30 FPS to sync with the input video framerate and simulate real-time camera hardware behavior. I actually tried not to limit but there were stuttering in the output as well as it used more gpu to keep up with the model at the same time as keeping the input video of 30 FPS straight. I mentioned the raw benchmark in the content of the post."
2025-12-11 15:45:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,Elliott Arnold Appreciate the support. I'll definitely keep sharing updates as the project evolves further.
2025-12-10 12:50:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402041351305093120,"Elliott Arnold Thank you. As of right now am testing the exact change in efficiency ratio in an edge device like a jetson, lemme verify and ofcourse a tutorial contributing, yeah I will plan on it."
2025-12-08 07:07:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,Aayan Tai Thanks 😊
2025-12-07 13:15:03,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,Abhinav Shetti Thank you 😊
2025-12-07 08:48:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,Nived Krishnan Thank you
2025-12-06 17:13:28,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7403092716785696769,"This is great, improving upon tiny things that keeps up a day, its really impressive."
2025-12-06 14:35:43,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,Amit Pachauri Thanks
2025-12-06 10:48:27,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7402010476257349632,Swaraj Mahale Thanks 😊
2025-12-05 18:34:37,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402694619928530944,"I use a combination of different generative AIs, like Gemini, DeepSeek, GPT, Grok, Github copilot with Claude models etc. Some are good at research while others are good at explaining stuff and basic coding and structure in robotics. The main issue is hallucinations, which is proportional to how much information you feed to the model in a chat. 

The important thing is that all of these helps to make your flow even quick if used properly. You can use it to learn, generate code and make them explain stuff, but the main part is debugging, which you should know how to do it. Like you should know like for example, how to debug an arduino code with serial prints, and where to do that with not only print just hello worlds, but add some integer to test how many iteration in a function and does thta match the expected etc. AI can write the code for you but at the end you should be the one commanding it how the code should be,  not the other way(if you are wrong, its an exception). 

And on ROS part, debugging mostly comes with experience, like if you encounter an issue or bug before you know exactly or something related to it, that you should focus with the help of AI, to make the debugging even quicker, read the error at least once b4 ."
2025-12-05 01:58:57,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7402400649071763456,"Okay so, this is certainly about ROS right? Not  ROS2 as its commonly used in many industries as well as its 'real time'."
2025-12-03 18:07:12,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7401968488887554048,"So what are the other benefits of using an OS other than Nvidia JetPack on a jetson for doing projects and for learning purposes. 
Won't there be problems on running programs with Cuda or Nvidia AI acceleration like TensorRT if we dont go by jetpack."
2025-12-03 17:03:53,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Fathima N Thanks 😊
2025-12-02 15:44:55,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7401528666616422400,"Ahmad Yar Even if you have a good GPU you could go with gazebo, but if not Isaac Sim won't be an option cause it requires a really heavy hardware with a good amount of RAM. Recommend is 32Gigs as per their Compatibility checker. And for lower GPUs there is ofc Gazebo with other Sims like Pybullet for Digital Twins, Mujoco etc"
2025-12-02 15:27:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7401528666616422400,"Ahmad Yar Isaac sim wins hands down for visual realism and complex physics interactions, but it depends a good RTX GPU, and USD workload takes a little time to learn.

But Gazebo is still the king of accessibility and runs on most of anything. And the new gazebo is moving towards realism on visuals more and more, still there photoelectric visuals on Isaac is pure gem. Its better for reducing sim to real gap ofc on things like VSLAM etc."
2025-11-30 08:25:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7341159917526884352,"Anees Alwani Thank you, as of this moment it was working on the Raspberry Pi, as you can see the lagging of point clouds, later we changed to a jetson orin nano."
2025-11-27 17:15:39,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7399771578571382784,Glad to be a part of this work and was a wonderful and exciting experience.
2025-11-26 21:34:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7399441102187188224,Ardy Seto Priambodo So basically as it doesn't have a GPU or GPU oriented like a Jetson I was just wondering about the performance.
2025-11-26 18:42:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7399441102187188224,"Raspberry 5 huh, I am wondering about the performance in CPU alone."
2025-11-24 00:06:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391057486465777664,"Wishing you success, Mahmoud"
2025-11-23 17:26:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Nikita Binoy Thanks 😊
2025-11-23 10:24:02,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7398053876181909504,"Aryan Jagushte Yes, in a way you can say that, robotics is a more advanced automation. Robotics can be more flexible than automation."
2025-11-23 09:45:41,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7394720705596026880,"Enzo Ghisoni Ooh thats really catchy, excited to try it out."
2025-11-23 05:09:59,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7394720705596026880,I have worked with CycloneDDS and most of the times its better for me than FastDDS. I was actually going to try it for a project that I have recently undertook. So lets see how it goes.
2025-11-23 05:07:34,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7398053876181909504,"Both are fundamentally different, 

like Automation is used in repeated processes and likewise where a specific output is given when a specific input is feeded to the set of codes/logic we have set.

Robots can think, and perceive and act on their own. 

Basically its Automation vs Automation"
2025-11-23 03:36:40,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,"Seyed Mohammadhadi Rahavi Thank you 😊,
Aero applications have always dealt with this problem, the inspections are usually done manually by a person, this could be an application where a bot could replace the manual labor, of tiring hours, full time services and strict checks."
2025-11-22 17:01:45,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397357286135840768,This is a really good idea and a great implementation.
2025-11-22 16:50:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Sidharth Sajith Thanks 😊
2025-11-22 16:39:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Naman Joshi Thanks 😊
2025-11-22 16:10:33,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Anjum Khan Thanks 😊
2025-11-22 13:19:30,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Zaid Khan Thank you 😊
2025-11-22 11:55:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Nidhi N Thanks 😊
2025-11-22 11:12:12,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397953524837306368,Thanks for the appreciation. It was indeed a great experience working with you. Those days were heavy as well as moments filled with worries and excitement to the peak. 😊
2025-11-22 11:09:32,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397951771836526592,Tharun Oommen Jacob Thank you 😊
2025-11-22 08:28:26,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7397875534426198016,The second one looks dope 👌
2025-11-21 20:44:35,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397619880713351168,Congrats 👏
2025-11-21 14:37:14,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7397643124132466688,"Lets go, on to the next stage."
2025-11-19 10:54:25,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7396578584372494336,To the next level
2025-11-17 07:24:43,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7393310244644225024,Let there not be robots fighting each other in 2026 😅
2025-11-16 17:34:39,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7395876760191553537,"Here is the link to the free NVIDIA DLI \"Robotics Fundamentals\" learning path for anyone interested:
https://www.nvidia.com/en-us/learn/learning-path/robotics/"
2025-11-07 14:34:42,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7392535886623801344,Nice Insight to the topic.
2025-11-06 08:47:41,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7391918861660590081,Seyed Mohammadhadi Rahavi Yes.
2025-11-04 10:45:08,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7350941635913900039,Joel Georgie Jacob Thank you
2025-11-03 04:19:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7390297991351451648,Next is gonna be L right? Good luck on choosing one 😅
2025-10-31 21:57:21,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,Shahazad Abdulla It seems we share some interests together in our field. Shall we connect and discuss more on these
2025-10-31 21:56:56,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,"Anyway, the tool I primarily used were SocketCAN frame work, where I debugged using CAN utils, candump, cansend etc. Thank for sharing a tool with me, I would certainly make it useful for the next one."
2025-10-31 21:55:23,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,"The issue was a silent killer, were when multiple nodes are actively sending data, some data were sinking down, like the CAN prioritize the highest priority CAN IDs and only sending them and blocking the low priority ones.I solved it using and alternating Arduino code, where I would send one data at an instance of a loop and the othe at the next loop run. I later leaned these type of errors are called Arbitrary Loss in CAN."
2025-10-31 21:51:45,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,"Craig Lawton-Devine Thank you. You are spot on, getting all the CAN devices to integrate and run at the same time, there were many issues I faced. Hardware issues mostly, like wiring problem, short circuits of the CAN transceiver etc. There were software issues too, mostly in the codes(low level Arduino codes), some time looped things. 
But there was one particular problem I encountered and took me some time to figure out and solve it."
2025-10-27 16:19:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,"Hazem Abuelanin Ofcourse, for our purpose, for the specific events, the maximum load on the arduino would be the PD or PID controls and some state based system sequences. Also we used an Arduino UNO R4 Minima, which is far better than Uno r3. With a clock speed of 64MHz. So its good."
2025-10-27 15:55:42,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7388481406139777024,"An open source projects that many can contribute, even beginners would be a great deal and can be an ice breaker for them to the open source contributions."
2025-10-26 20:32:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7387724465708838912,"David Walmroth Thank you so much for the appreciation. For this year's competition we didn't use a pre built map. For localization, our approach was a fusion with IMU and wheel speed sensor (we have an Ackerman geometry, so we got the separate data from the front wheels) and through EKF we got the local odometry, which was enough for this year's competition."
2025-10-20 18:44:51,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383461867735920640,"I have used most of them, bit not FTP, But MQTT is the most efficient in edge cases mostly."
2025-10-20 18:41:05,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7386043930989215746,"Great series, its great to see the subject cover in detailed way. Especially when it comes to C++"
2025-10-20 18:35:04,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7385867339205885952,"Really insightful, also which IMU is it, it should be a industrial grade right? Cause if not, the drift even when applied with filters would be be there, and accumulate with time right?"
2025-10-15 06:33:15,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A7383364141509505024,Congrats 👏
2025-09-12 18:33:29,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7371955054263664641,Congrats 👏. Wish you the best
2025-09-09 13:37:10,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,"Joshua Barnfather Yup so the transition from gazebo, the graphics is on another level if you ask me. I haven't done the ROS2 bridging so I can't say how its gonna be, but gazebo integration with ROS is one of the simplest one generally. And how we define is pretty similar to URDF. Atleast the concepts and apologies, so I got to grasp it pretty easily. And am still in the learning phase, you could say at the beginning, and if you ask me, the learning curve is pretty high, but still its worth it, cause if I understood correctly we can get a much slim sim to real gap if we train here from ither simulators pretty much. Will update on this more, see you."
2025-09-09 04:37:31,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,Andrewjos Sebastian Thank you
2025-09-09 04:37:20,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,"Seyed Mohammadhadi Rahavi Thanks, I am just starting, but if I understood, as ISAAC sim a high Fidelity Sim which photorealistic graphics. The sim to real gap could be reduced a lot."
2025-09-09 04:34:59,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,"Sam Yesuraj Thanks, so anyway next step is gonna be ROS2 bridging. At last we focus on that."
2025-09-08 08:32:44,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7370546906390810624,Masood Iqbal Marwat Thank You 😊
